id;pdmid;externalkey;parentid;exist
224;35475;C0C260HP00020B0000;35474;no
225;35477;C0C261HP00020B0000;35476;no
226;46269;I0C262TT00010B0000;20118;no
227;35479;C0C263HP00010B0000;35478;no
228;35481;C0C270HP00010B0000;35480;no
229;33530;C0C375BU00020B0000;33529;no
230;33534;C0C398BU00020B0000;33533;no
231;33537;C0C399BU00020B0000;33536;no
232;33543;C0C401BU00020B0000;33542;no
233;33549;C0C402BU00020B0000;33548;no
234;35462;C0C051BU00020B0000;35461;no
235;35464;C0C053BU00020B0000;35463;no
236;35968;C0C054BU00020B0000;35967;no
237;35970;C0C055BU00020B0000;35969;no
238;35972;C0C056BU00020B0000;35971;no
239;35974;C0C057BU00020B0000;35973;no
240;35976;C0C058BU00020B0000;35975;no
241;35978;C0C059BU00XP0B0000;35977;no
242;800048;C0C170RS00040G0000;37808;no
243;800049;C0C170RS0A040G0000;37808;no
244;800047;C0C169SC0C04IG0000;37809;no
245;800050;C0C172RS00040N0000;37810;no
246;800051;C0C172RS00040R0000;37810;no
247;800052;C0C172RS00040U0000;37810;no
248;800053;C0C172RS00040S0000;37810;no
249;800054;C0C172RS00040O0000;37810;no
250;800055;C0C172RS00040M0000;37810;no
251;800056;C0C172RS00040W0000;37810;no
252;800057;C0C172RS00040Y0000;37810;no
253;800058;C0C172RS00040C0000;37810;no
254;800071;C0C172RS00040P0000;37810;no
255;800059;C0C171TT0C04PG0000;37811;no
256;800061;C0C171TT0C04PY0000;37811;no
257;800063;C0C171TT0C04PN0000;37811;no
258;800065;C0C171TT0C04PR0000;37811;no
259;800067;C0C171TTO0040G0000;37811;no
260;800069;C0C171TCO0040G0000;37811;no
261;37914;C0C266HP00010B0000;37913;no
262;38840;C0C366BU00020B0000;38839;no
263;38842;C0C369BU00020B0000;38841;no
264;38844;C0C371BU00020B0000;38843;no
265;38846;C0C372BU00020B0000;38845;no
266;38847;C0C372BU00020G0000;38845;no
267;38848;C0C372BU00020H0000;38845;no
268;38850;C0C373BU00020B0000;38849;no
269;38852;C0C374BU00020B0000;38851;no
270;38854;C0C376BU00020B0000;38853;no
271;38857;C0C377BU00020B0000;38855;no
272;38858;C0C378BU00020C0000;38856;no
273;38860;C0C379BU00020C0000;38859;no
274;38862;C0C380BU00020R0000;38861;no
275;38867;C0C382BU00020R0000;38863;no
276;38868;C0C383BU00020R0000;38864;no
277;38869;C0C385BU00020G0000;38865;no
278;38870;C0C386BU00020G0000;38866;no
279;38875;C0C387BU00020G0000;38871;no
280;38876;C0C388BU00020G0000;38872;no
281;38877;C0C389BU00020G0000;38873;no
282;38878;C0C390BU00020G0000;38874;no
283;38883;C0C396BU00020B0000;38879;no
284;38884;C0C397BU00020B0000;38880;no
285;38885;C0C400BU00020B0000;38881;no
286;38890;C0C403BU00020B0000;38882;no
287;38897;C0C404BU00020B0000;38891;no
288;38899;C0C406BU00020B0000;38898;no
289;38900;C0C407BU00020B0000;38892;no
290;38901;C0C408BU00020W0000;38893;no
291;38902;C0C409BU00020R0000;38894;no
292;38903;C0C410BU00020G0000;38895;no
293;38904;C0C411BU00020G0000;38896;no
294;38917;C0C412BU00020G0000;38905;no
295;38918;C0C413BU00020G0000;38906;no
296;38920;C0C463BU00XP0B0000;38907;no
297;38921;C0C464BU00XP0G0000;38908;no
298;38922;C0C464BU00XP0B0000;38908;no
299;38923;C0C464BU00XP0L0000;38908;no
300;38924;C0C464BU00XP0W0000;38908;no
301;39160;C0C321RJ00010B0000;38909;no
302;38925;C0C465BU00XP0L0000;38910;no
303;38926;C0C465BU00XP0G0000;38910;no
304;38927;C0C466BU00020B0000;38911;no
305;38928;C0C466BU00XP0G0000;38911;no
306;39023;C0C467BU00XP0B0000;39022;no
307;39024;C0C467BU00XP0C0000;39022;no
308;39025;C0C467BU00XP0H0000;39022;no
309;39026;C0C467BU00XP0N0000;39022;no
310;39027;C0C467BU00XP0G0000;39022;no
311;39028;C0C467BU00XP0L0000;39022;no
312;39029;C0C467BU00XP0R0000;39022;no
313;39030;C0C467BU00XP0W0000;39022;no
314;39031;C0C467BU00XP0Y0000;39022;no
315;38929;C0C468BU00XP0B0000;38914;no
316;38930;C0C468BU00XP0G0000;38914;no
317;38931;C0C468BU00XP0H0000;38914;no
318;38932;C0C468BU00XP0L0000;38914;no
319;38933;C0C469BU00XP0G0000;38915;no
320;38934;C0C469BU00XP0W0000;38915;no
321;38935;C0C469BU00XP0B0000;38915;no
322;38936;C0C469BU00XP0L0000;38915;no
323;38937;C0C469BU00XP0C0000;38915;no
324;38938;C0C469BU00XP0Y0000;38915;no
325;38946;C0C471BU00XP0G0000;38941;no
326;38947;C0C471BU00XP0L0000;38941;no
327;38948;C0C478RJ00XP0B0000;38942;no
328;38949;C0C478RS00XP0B0000;38942;no
329;38950;C0C478SJ00XP0B0000;38942;no
330;38951;C0C486RJ00XP0B0000;38943;no
331;38965;C0C499RJ00010B0000;38944;no
332;38952;C0C499SJ00XP000000;38944;no
333;38953;C0C499SJ00XP0L0000;38944;no
334;38954;C0C499SJ00XP0B0000;38944;no
335;38955;C0C499RJ00XP0B0000;38944;no
336;38956;C0C499RJ00XP0C0000;38944;no
337;38957;C0C499RJ00XP0L0000;38944;no
338;38958;C0C499RJ00XP0O0000;38944;no
339;38959;C0C499RJ00XP0Y0000;38944;no
340;38960;C0C499RJ00XP0Y0000;38944;no
341;38961;C0C499RJ00XP0G0000;38944;no
342;38962;C0C499RJ00XP0H0000;38944;no
343;38963;C0C499RJ00XP0N0000;38944;no
344;38964;C0C499RJ00XP0R0000;38944;no
345;38966;C0C523RJ00XP0C0000;38945;no
346;38967;C0C523RJ00XP0R0000;38945;no
347;38968;C0C523RJ00XP0G0000;38945;no
348;38969;C0C523RJ00XP0Y0000;38945;no
349;38970;C0C523RJ00XP0B0000;38945;no
350;38971;C0C523RJ00XP0H0000;38945;no
351;38972;C0C523RJ00XP0O0000;38945;no
352;38973;C0C523RJ00XP0N0000;38945;no
353;38974;C0C523RJ00XP0L0000;38945;no
354;39159;C0C271HP00010B0000;39158;no
355;39162;C0C355BU00090B0000;39161;no
356;39164;C0C356BU00090B0000;39163;no
357;39166;C0C357BU00NE0B0000;39165;no
358;39168;C0C358BU00NE0B0000;39167;no
359;39170;C0C359BU00NE0B0000;39169;no
360;39172;C0C360BU00010B0000;39171;no
361;39179;C0C362BU00NE0B0000;39173;no
362;39180;C0C363BU00NE0B0000;39174;no
363;39181;C0C364BU00NE0B0000;39175;no
364;39182;C0C365BU00NE0B0000;39176;no
365;39183;C0C384BU00020R0000;39177;no
366;39184;C0C392BU00090B0000;39178;no
367;39188;C0C393BU00090B0000;39185;no
368;39189;C0C394BU00090B0000;39186;no
369;39190;C0C395BU00090B0000;39187;no
370;39195;C0C414BU00010B0000;39191;no
371;39196;C0C415BU00010B0000;39192;no
372;39197;C0C418BU00010L0000;39193;no
373;39198;C0C419BU00010L0000;39194;no
374;39203;C0C420BU00010G0000;39199;no
375;39204;C0C421BU00010G0000;39200;no
376;39205;C0C423BU00020B0000;39201;no
377;39206;C0C426BU00020B0000;39202;no
378;39212;C0C424BU00020B0000;39207;no
379;39213;C0C427BU00020B0000;39208;no
380;39214;C0C429BU00020G0000;39209;no
381;39215;C0C430BU00090L0000;39210;no
382;39216;C0C627BU00020G0000;39211;no
383;40048;C0C281SS00010B0000;40047;no
384;44967;C0C666HP00010K0000;44966;no
385;44968;C0C666HP00010G0000;44966;no
386;44969;C0C666HP00010B0000;44966;no
387;48528;C0C651TT0C04PW0000;48527;no
388;48531;C0C654TT0C04PB0000;48530;no
389;48533;C0C654TTOC04PB0000;48530;no
390;48944;C0C647DR00XP0E0000;48942;no
391;48943;C0C647DL00XP0E0000;48942;no
392;48965;C0C649DL00PU0B0000;48964;no
393;48973;C0C648DR00BP0G0000;48972;no
394;48974;C0C648DL00BP0G0000;48972;no
395;48985;C0C646DR00040G0000;48984;no
396;48988;C0C646DR00040W0000;48984;no
397;48994;C0C646DL00040G0000;48984;no
398;49004;C0C650RS00040E0000;49003;no
399;49006;C0C461TTO0040B0000;49005;no
400;49008;C0C461TTO0040C0000;49005;no
401;49010;C0C461TTO0040N0000;49005;no
402;49012;C0C461TTO0040G0000;49005;no
403;49014;C0C461TTO0040L0000;49005;no
404;49016;C0C461TTO0040U0000;49005;no
405;49018;C0C461TTO0040R0000;49005;no
406;49020;C0C461TTO0040Y0000;49005;no
407;799155;C0C558BU00XP0H0000;799154;no
408;800207;C0C558BU00XP0B0000;799154;no
409;799161;C0C569BU00XP0G0000;799160;no
410;800401;C0C655TC00040G0000;800400;no
411;35961;E0C547RJ00010B0000;35959;no
412;35963;E0C332RJ00010B0000;35962;no
413;35965;E0C548RJ00010C0000;35964;no
414;35966;E0C548RJ00010B0000;35964;no
415;37917;F0C275RJ00010B0000;37916;no
416;37919;F0C276RJ00010B0000;37918;no
417;800397;F0C277RJ00010B0000;800396;no
418;13172;IFI063O9UC018B0000;9047;yes
419;13180;IFI063OOU0018B0000;9047;yes
420;12538;IFI063OD00018B0000;9047;yes
421;12574;IFI066UM0CST000000;9210;yes
422;13284;IFI346OOS0PR0W0000;10485;no
423;15960;IFI346OOS0PR0B0000;10485;no
424;48938;IFI346U200PR0B0000;10485;no
425;48939;IFI346U210PR0B0000;10485;no
426;48940;IFI346U210PR0G0000;10485;no
427;48941;IFI346U210PR0W0000;10485;no
428;49022;IFI346UA00000B0000;10485;no
429;49023;IFI346UM0CPR0B0000;10485;no
430;49024;IFI346UM0CPR0G0000;10485;no
431;49025;IFI346UM10PR0G0000;10485;no
432;799159;IFI346UM10PR0W0000;10485;no
433;16003;IFI346OOS0PR0G0000;15163;no
434;15236;IFI347OOS0GP0G0000;15163;no
435;12630;IFI347OR0MPR0G0000;15163;no
436;12629;IFI347OR0APR0G0000;15163;no
437;12626;IFI347OR0VPR0G0000;15163;no
438;12631;IFI347OR0SPR0G0000;15163;no
439;12627;IFI347OR0OPR0G0000;15163;no
440;12628;IFI347OR0HPR0G0000;15163;no
441;49029;IFI347UA0000000000;15163;no
442;49028;IFI347U210PR0G0000;15163;no
443;49030;IFI347UM0CPR0G0000;15163;no
444;37822;IFI067OOUZ01UB0000;15927;no
445;15928;IFI067OOTZ01UB0000;15927;no
446;37823;IFI067OOUE01UB0000;15927;no
447;37821;IFI067OOTE01UB0000;15927;no
448;15935;IFI068OOTZ01UB0000;15934;no
449;40338;IFI068OOUZ01UB0000;15934;no
450;22680;IFI071O9UC018B0000;15936;no
451;15937;IFI071OOU0018B0000;15936;no
452;46272;IFI072OOUZ01UB0000;15946;no
453;22689;IFI073OOU0018G0000;20099;no
454;24128;IFI074OD00038C0000;20100;yes
455;22722;IFI074OOU0038C0000;20100;yes
456;22726;IFI075O9UC080G0000;20101;no
457;22734;IFI076OOUC010B0000;20286;no
458;24121;IFI076O9UC010B0000;20286;no
459;22718;IFI196OOU0028B0000;20845;yes
460;33456;IFI070OOU0018B0000;33455;no
461;34742;IFI583UMTCGS0S0000;34741;no
462;37819;IFI583UM0CGS0S0000;34741;no
463;34743;IFI583UMTCV20S0000;34741;no
464;37820;IFI583UM0CV20S0000;34741;no
465;35281;IFI616OOTZ01UB0000;35280;no
466;39034;IFI616OOUZ01UB0000;35280;no
467;35286;IFI615OOTZ01UB0000;35285;no
468;38984;IFI615OOUE01UK0000;35285;no
469;38986;IFI615OOUZ01UK0000;35285;no
470;48536;IFI065OOUE01UB0000;48535;no
471;20040;LFI551OOS0PR0B0000;20039;no
472;20041;LFI551OOS0PR0W0000;20039;no
473;30229;LFI076OOUC010B0000;30228;no
474;30628;LFI437O9UC01UB0000;30627;no
475;13737;I0F011TT00010B0000;8022;no
476;13567;I0F011TT0A010B0000;8022;no
477;13563;I0F011TC00010B0000;8022;no
478;13731;I0F011TTO0010B0000;8022;no
479;24266;I0F011TT0C01AS0000;8022;no
480;13948;I0F011TTBN01CB0000;8022;no
481;13398;I0F011LL00010B0000;8022;no
482;12635;I0F011SC00010B0000;8022;no
483;24264;I0F011SC0A010B0000;8022;no
484;24265;I0F011SS00010B0000;8022;yes
485;12838;I0F011SS0A010B0000;8022;yes
486;12736;I0F011RS00010B0000;8022;yes
487;12837;I0F011RS0A010B0000;8022;yes
488;19514;I0F011RS0C01AS0000;8022;no
489;24263;I0F011RSB001AS0000;8022;no
490;13338;I0F011P900010B0000;8022;no
491;13343;I0F011PT00010B0000;8022;no
492;12989;I0F011EI0A010B0000;8022;no
493;33074;I0F011EP0A010B0000;8022;no
494;17663;I0F014TT00010B0000;17661;yes
495;20067;I0F014TT0A010B0000;17661;yes
496;35331;I0F014TTO0010B0000;17661;no
497;20068;I0F014LL00010B0000;17661;yes
498;27954;I0F014SS00030B0000;17661;yes
499;20069;I0F014SS0A030B0000;17661;yes
500;20070;I0F014RS00030B0000;17661;yes
501;20071;I0F014RS0A030B0000;17661;yes
502;17662;I0F014EI0A030B0000;17661;yes
503;33075;I0F014EP0A030B0000;17661;yes
504;35314;I0F014P900010B0000;17661;yes
505;35319;I0F014PT20010B0000;17661;yes
506;48731;I0F673TT00010B0000;48705;yes
507;799032;I0F673TT0A010B0000;48705;no
508;799130;I0F673TTO0010B0000;48705;no
509;799126;I0F673LL00010B0000;48705;no
510;799332;I0F673LJ00010B0000;48705;no
511;49227;I0F673PE00010B0000;48705;no
512;49225;I0F673PT20010B0000;48705;no
513;17660;I0F013TT00010B0000;17658;no
514;20065;I0F013TT0A010B0000;17658;no
515;20066;I0F013TTO0010B0000;17658;no
516;17659;I0F013TTBN01CB0000;17658;no
517;20061;I0F013LL00010B0000;17658;no
518;33190;I0F013LJ00010B0000;17658;no
519;20064;I0F013SS0A010B0000;17658;no
520;20063;I0F013RS00010B0000;17658;no
521;20062;I0F013RS0A010B0000;17658;no
522;48539;I0F012TT00010B0000;15601;no
523;48544;I0F012RS00010B0000;15601;no
524;48545;I0F012RS0A010B0000;15601;no
525;48546;I0F012EI0A010B0000;15601;no
526;20051;I0F020TT00010B0000;9291;no
527;14765;I0F020TTO0010B0000;9291;no
528;14946;I0F020TT00010W0000;9291;no
529;40041;I0F020SS00010B0000;9291;no
530;40042;I0F020SS00020B0000;9291;no
531;14515;I0F020RS00010B0000;9291;no
532;40040;I0F020RS00020B0000;9291;no
533;800595;I0F020TT00020B0000;9291;no
534;39328;I0F023SS0A010B0000;10471;no
535;39329;I0F023SS0A020B0000;10471;no
536;13950;I0F023SS00020B0000;10471;no
537;13953;I0F023RS00020B0000;10471;no
538;39330;I0F023RS0A010B0000;10471;no
539;13956;I0F023RS0A020B0000;10471;no
540;39331;I0F023TT0X02CB0000;10471;no
541;48107;I0F023TT0X01CB0000;10471;no
542;17667;I0F021TT00010B0000;17666;no
543;40303;I0F021TT0A010B0000;17666;no
544;40307;I0F021TT0C01IS0000;17666;no
545;40319;I0F021TTB001GB0000;17666;no
546;40313;I0F021TT0C01GB0000;17666;no
547;20073;I0F021RS00010B0000;17666;no
548;40325;I0F021RS0A010B0000;17666;no
549;40326;I0F021RS0C01IS0000;17666;no
550;40327;I0F021RSB001IS0000;17666;no
551;40328;I0F021RS0C01GB0000;17666;no
552;40329;I0F021RSB001GB0000;17666;no
553;20276;I0F022TT00010B0000;20162;no
554;21306;I0F022RS00010B0000;20162;no
555;21307;I0F022SS0A010B0000;20162;no
556;37657;I0F150TT0C01CB0000;15356;no
557;39396;I0F149TT0C014B0000;20251;no
558;39407;I0F149LL0C014B0000;20251;no
559;39411;I0F149LJLC014B0000;20251;no
560;20055;I0F341TT00020B0000;15449;yes
561;24372;I0F341TT0C024B0000;15449;no
562;20056;I0F341RS00020B0000;15449;yes
563;20057;I0F341LL00020B0000;15449;yes
564;24370;I0F341LL0C024B0000;15449;no
565;24374;I0F341EI0A020B0000;15449;yes
566;21314;I0F344TT0C024W0000;20119;yes
567;24377;I0F344TT0C024B0000;20119;yes
568;21316;I0F344LL0C024B0000;20119;no
569;24381;I0F344ES0APV0W0000;20119;yes
570;24382;I0F344ES0APV0B0000;20119;yes
571;15016;I0F342TT00020B0000;9281;no
572;20059;I0F342RS00020B0000;9281;no
573;17936;I0F343TT00020B0000;15586;no
574;20060;I0F343RS00020B0000;15586;no
575;37650;I0F132RS00020B0000;20188;no
576;37651;I0F132TT00020B0000;20188;no
577;17669;I0F089TT00010B0000;17668;no
578;20074;I0F089TT0C01IS0000;17668;no
579;20075;I0F089RS0A010B0000;17668;no
580;32772;I0F089RS00010B0000;17668;no
581;17671;I0F090TT00010B0000;17670;no
582;20077;I0F090LL00010B0000;17670;no
583;20078;I0F090RS00010B0000;17670;no
584;20079;I0F090RS0A010B0000;17670;no
585;25132;I0F090EI0A010B0000;17670;no
586;17674;I0F091TT00010B0000;17673;no
587;48484;I0F091TT0A010B0000;17673;no
588;20080;I0F091LL00010B0000;17673;no
589;48490;I0F091TT0B011B0000;17673;no
590;48495;I0F091TT0N01CB0000;17673;no
591;25133;I0F091RS00010B0000;17673;no
592;25134;I0F091RS0A010B0000;17673;no
593;48502;I0F091EI0A010B0000;17673;no
594;21341;I0F092TT0C014W0000;20167;no
595;21345;I0F092ES0ABU0W0000;20167;no
596;37634;I0F112RS00010B0000;20170;no
597;34958;I0F114RS00010C0000;20171;no
598;37640;I0F114TT00010C0000;20171;no
599;34959;I0F115TT00010C0000;20172;no
600;17678;I0F099TT00010B0000;17677;no
601;20081;I0F099RS00010B0000;17677;no
602;34968;I0F099EI00010B0000;17677;no
603;38990;I0F099PC00010B0000;17677;no
604;38995;I0F099PCI001CB0000;17677;no
605;39000;I0F099PE30010B0000;17677;no
606;39006;I0F099PEI001CB0000;17677;no
607;39016;I0F099PT00010B0000;17677;no
608;39011;I0F099PTI001CB0000;17677;no
609;17680;I0F100TT00010B0000;17679;no
610;45937;I0F100TT0A010B0000;17679;no
611;40408;I0F100TTB001IS0000;17679;no
612;20082;I0F100RS00010B0000;17679;no
613;20083;I0F100RS0A010B0000;17679;no
614;40413;I0F100RS0C01IS0000;17679;no
615;20084;I0F100RSB001IS0000;17679;no
616;45936;I0F100EI0A010B0000;17679;no
617;40414;I0F101TT0C01IS0000;20105;no
618;40420;I0F101TTB001IS0000;20105;no
619;40426;I0F101RS0C01IS0000;20105;no
620;40427;I0F101RSB001IS0000;20105;no
621;45952;I0F102RS00010N0000;20106;no
622;45953;I0F102RS0A010N0000;20106;no
623;40428;I0F102RSB001AS0000;20106;no
624;40429;I0F102RSB001IS0000;20106;no
625;45947;I0F102RS0C01GB0000;20106;no
626;45948;I0F102RS0C01GN0000;20106;no
627;45949;I0F102RS0C01GG0000;20106;no
628;45950;I0F102RS0C01GR0000;20106;no
629;45951;I0F102RS0C01GC0000;20106;no
630;45976;I0F103TT0C01GB0000;20107;no
631;45970;I0F103TT0C01GG0000;20107;no
632;45972;I0F103TT0C01GN0000;20107;no
633;45974;I0F103TT0C01GC0000;20107;no
634;32778;I0F103TT0C01GR0000;20107;no
635;45992;I0F103TTB001GB0000;20107;no
636;45998;I0F103TTB001GG0000;20107;no
637;46002;I0F103TTB001GN0000;20107;no
638;46006;I0F103TTB001GC0000;20107;no
639;46010;I0F103TTB001GR0000;20107;no
640;45954;I0F103RS0C01GB0000;20107;no
641;45955;I0F103RS0C01GG0000;20107;no
642;45956;I0F103RS0C01GR0000;20107;no
643;45957;I0F103RS0C01GN0000;20107;no
644;45958;I0F103RS0C01GC0000;20107;no
645;45959;I0F103RSB001GB0000;20107;no
646;45960;I0F103RSB001GG0000;20107;no
647;45961;I0F103RSB001GN0000;20107;no
648;45962;I0F103RSB001GC0000;20107;no
649;45963;I0F103RSB001GR0000;20107;no
650;45964;I0F103EIB001GB0000;20107;no
651;45965;I0F103EIB001GG0000;20107;no
652;45966;I0F103EIB001GN0000;20107;no
653;45967;I0F103EIB001GC0000;20107;no
654;45968;I0F103EIB001GR0000;20107;no
655;46014;I0F104RS0C01GB0000;20108;no
656;46015;I0F104RS0C01GC0000;20108;no
657;46016;I0F104RS0C01GN0000;20108;no
658;799166;I0F104RS0C01GS0000;20108;no
659;799167;I0F104RSB001GS0000;20108;no
660;46017;I0F104RSB001GB0000;20108;no
661;46018;I0F104TT0C01GB0000;20108;no
662;46045;I0F104TTB001GB0000;20108;no
663;40430;I0F105TT0C01AS0000;20109;no
664;46060;I0F105TTB001AS0000;20109;no
665;40434;I0F105RS0C01AS0000;20109;no
666;46244;I0F106TT00010N0000;20110;no
667;46251;I0F106TT00010B0000;20110;no
668;46102;I0F106TT0C01GB0000;20110;no
669;46112;I0F106TT0C01GG0000;20110;no
670;46132;I0F106TT0C01GR0000;20110;no
671;46136;I0F106TT0C01GN0000;20110;no
672;46153;I0F106TT0C01GC0000;20110;no
673;46168;I0F106TTB001GB0000;20110;no
674;46173;I0F106TTB001GG0000;20110;no
675;46178;I0F106TTB001GR0000;20110;no
676;46184;I0F106TTB001GN0000;20110;no
677;46190;I0F106TTB001GC0000;20110;no
678;46088;I0F106RS00010N0000;20110;no
679;46089;I0F106RS00010B0000;20110;no
680;46090;I0F106RS0A010B0000;20110;no
681;40435;I0F106RSB001IS0000;20110;no
682;46064;I0F106RS0C01GB0000;20110;no
683;46065;I0F106RS0C01GG0000;20110;no
684;46079;I0F106RS0C01GR0000;20110;no
685;46086;I0F106RS0C01GN0000;20110;no
686;46087;I0F106RS0C01GC0000;20110;no
687;17682;I0F107TT00010B0000;17681;no
688;20085;I0F107TT01010B0000;17681;no
689;40237;I0F107SC00010B0000;17681;no
690;40238;I0F107SS00010B0000;17681;no
691;40239;I0F107RS00010B0000;17681;no
692;40240;I0F107RJ00010B0000;17681;no
693;40241;I0F107EI00010B0000;17681;no
694;799381;I0F107PFR0010B0000;17681;no
695;799383;I0F107PFD0010B0000;17681;no
696;17676;I0F096TT00010C0000;17675;no
697;34946;I0F097TT00010G0000;20168;no
698;34953;I0F098TT00010R0000;20169;no
699;37649;I0F127SS00010B0000;35295;no
700;17684;I0F108TT00010B0000;17683;no
701;46337;I0F108TT00010G0000;17683;no
702;46343;I0F108TT00010R0000;17683;no
703;46349;I0F108TTO0010B0000;17683;no
704;20086;I0F108LL00010B0000;17683;no
705;46312;I0F108RS00010B0000;17683;no
706;46318;I0F108SS00010B0000;17683;no
707;46319;I0F108SS00010G0000;17683;no
708;46320;I0F108SS00010R0000;17683;no
709;46321;I0F108SS0C01IS0000;17683;no
710;46322;I0F108SSB001IS0000;17683;no
711;799267;I0F108SS00010W0000;17683;no
712;46358;I0F109SS00010B0000;20247;no
713;46359;I0F109SS00010G0000;20247;no
714;46360;I0F109SS00010R0000;20247;no
715;46361;I0F109TT00010B0000;20247;no
716;17847;I0F152TT00010C0000;17846;no
717;21350;I0F152RS00010C0000;17846;no
718;32780;I0F152EI0A010C0000;17846;no
719;17853;I0F155TT00030C0000;17852;yes
720;21356;I0F155TT0A030C0000;17852;yes
721;21362;I0F155TTO0030C0000;17852;yes
722;24353;I0F155SS0A030C0000;17852;no
723;24350;I0F155SC00030C0000;17852;no
724;24352;I0F155SC0A030C0000;17852;no
725;21368;I0F155RS00030C0000;17852;yes
726;21369;I0F155RS0A030C0000;17852;yes
727;21370;I0F155EI0A030C0000;17852;yes
728;24354;I0F157TT0C032G0000;20116;no
729;17686;I0F128TT00010B0000;17685;no
730;40264;I0F128TT0A010B0000;17685;no
731;40272;I0F128TTO0010B0000;17685;no
732;40262;I0F128SS00010B0000;17685;no
733;40260;I0F128RS00010B0000;17685;no
734;40261;I0F128RS0A010B0000;17685;no
735;40259;I0F128RSB001IS0000;17685;no
736;40249;I0F128RJ00010B0000;17685;no
737;40257;I0F128RJ0A010B0000;17685;no
738;40258;I0F128RJB001IS0000;17685;no
739;40263;I0F128EI0A010B0000;17685;no
740;17688;I0F133TT00010B0000;17687;no
741;27962;I0F133TT0A010B0000;17687;no
742;21376;I0F133RS00010B0000;17687;no
743;21377;I0F133RS0A010B0000;17687;no
744;30239;I0F133EI0A010B0000;17687;no
745;800710;I0F133RS00030B0000;17687;no
746;17719;I0F136TT00020C0000;17718;no
747;37656;I0F136RS00020C0000;17718;no
748;17780;I0F141TT00030C0000;17733;no
749;21382;I0F141TT0A030C0000;17733;no
750;17785;I0F141TC00030C0000;17733;no
751;17774;I0F141SC00030C0000;17733;no
752;24453;I0F141SC0A030C0000;17733;no
753;17761;I0F141RS00030C0000;17733;no
754;17769;I0F141RS0A030C0000;17733;no
755;17777;I0F141EI0A030C0000;17733;no
756;17789;I0F142TTB003NS0000;17788;no
757;17794;I0F142SSB003NS0000;17788;no
758;24456;I0F142SCB003NS0000;17788;no
759;17800;I0F144TT00010G0000;17799;no
760;17801;I0F144RS00010G0000;17799;no
761;17808;I0F144RS0A010G0000;17799;no
762;24457;I0F144SC00010G0000;17799;no
763;24458;I0F144SC0A010G0000;17799;no
764;17811;I0F144EI0A010G0000;17799;no
765;17815;I0F145TT0C01NS0000;17814;no
766;17823;I0F145TTB001NS0000;17814;no
767;17816;I0F145SS0C01NS0000;17814;no
768;17817;I0F145SSB001NS0000;17814;no
769;24459;I0F145SCB001NS0000;17814;no
770;17867;I0F161TT00010B0000;17860;no
771;21399;I0F161TT0A010B0000;17860;no
772;21408;I0F161TTO0010B0000;17860;no
773;17874;I0F161TT0N01CB0000;17860;no
774;46286;I0F161TT0B011B0000;17860;no
775;21422;I0F161LL00010B0000;17860;no
776;24313;I0F161SS00020B0000;17860;no
777;21431;I0F161RS00020B0000;17860;no
778;21432;I0F161RS0A020B0000;17860;no
779;24314;I0F161SC00020B0000;17860;no
780;27964;I0F161SC0A020B0000;17860;no
781;24315;I0F161SS0A020B0000;17860;no
782;24306;I0F161P400010B0000;17860;no
783;24309;I0F161P900010B0000;17860;no
784;27953;I0F161ES0APV0B0000;17860;no
785;30421;I0F161EIB001PB0000;17860;no
786;17965;I0F433TT00010G0000;17933;no
787;17977;I0F433TT0A010G0000;17933;no
788;17943;I0F433RS00010G0000;17933;no
789;17955;I0F433RS0A010G0000;17933;no
790;17963;I0F433EI0A010G0000;17933;no
791;24131;I0F433SC00010G0000;17933;no
792;24132;I0F433SC0A010G0000;17933;no
793;18001;I0F566TT00010G0000;18000;yes
794;24383;I0F566LL00010G0000;18000;yes
795;24397;I0F566TT0A010G0000;18000;yes
796;24401;I0F566TTO0010G0000;18000;no
797;24402;I0F566SC00010G0000;18000;yes
798;24403;I0F566EI0A010G0000;18000;yes
799;24404;I0F566ES0APV0G0000;18000;no
800;18463;I0F140TFS0IT0B0000;18462;yes
801;21439;I0F140RFS0IT0B0000;18462;yes
802;40356;I0F094RS0C01IS0000;20103;no
803;40357;I0F094RSB001IS0000;20103;no
804;40358;I0F095TT0C01IS0000;20104;no
805;40362;I0F095RS0C01IS0000;20104;no
806;40363;I0F095RSB001IS0000;20104;no
807;21440;I0F123LLIC01XB0000;20112;yes
808;21441;I0F123LLIC01VB0000;20112;yes
809;24333;I0F123UR0000000000;20112;yes
810;24334;I0F123UM0R00000000;20112;yes
811;24335;I0F123UM0CCU000000;20112;yes
812;24336;I0F123UM0CV2000000;20112;yes
813;24337;I0F123UA0UCU000000;20112;yes
814;24338;I0F123UACU00000000;20112;yes
815;24339;I0F123UAFU00000000;20112;yes
816;24340;I0F123UAMU00000000;20112;yes
817;24342;I0F123UATU00000000;20112;yes
818;24341;I0F123UA0UV2000000;20112;yes
819;21442;I0F124LLIC01VB0000;20177;yes
820;24347;I0F125LLIC01VB0000;22200;yes
821;21443;I0F116RS00010B0000;20173;no
822;21444;I0F116RS0A010B0000;20173;no
823;21445;I0F117RS0C01IS0000;20174;no
824;21446;I0F117RSB001IS0000;20174;no
825;24129;I0F119RS00010B0000;20175;no
826;21447;I0F119RS0A010B0000;20175;no
827;24130;I0F120RS0C01IS0000;20176;no
828;21448;I0F120RSB001IS0000;20176;no
