id;pdmid;externalkey;parentid;exist
839;21419;I0F161TT0N01CBM009;17874;no
840;21417;I0F161TT0N01CBM013;17874;no
841;21418;I0F161TT0N01CBM019;17874;no
842;21420;I0F161TT0N01CBM025;17874;no
843;21421;I0F161TT0N01CBM032;17874;no
844;24321;I0F161TT0N01CBM040;17874;no
845;46287;I0F161TT0B011BM019;46286;no
846;46288;I0F161TT0B011BM025;46286;no
847;46289;I0F161TT0B011BM032;46286;no
848;46290;I0F161TT0B011BM040;46286;no
849;21423;I0F161LL00010BM006;21422;no
850;21424;I0F161LL00010BM009;21422;no
851;21425;I0F161LL00010BM013;21422;no
852;21426;I0F161LL00010BM019;21422;no
853;21427;I0F161LL00010BM025;21422;no
854;24307;I0F161P400010BM013;24306;no
855;24308;I0F161P400010BM019;24306;no
856;24312;I0F161P900010BM010;24309;no
857;24310;I0F161P900010BM013;24309;no
858;24311;I0F161P900010BM019;24309;no
859;17967;I0F433TT00010GM009;17965;no
860;21433;I0F433TT00010GM013;17965;no
861;21434;I0F433TT00010GM019;17965;no
862;21435;I0F433TT00010GM025;17965;no
863;21436;I0F433TT00010GM032;17965;no
864;21437;I0F433TT0A010GM013;17977;no
865;21438;I0F433TT0A010GM019;17977;no
866;32800;I0F433TT0A010GM025;17977;no
867;24385;I0F566TT00010GM009;18001;yes
868;24386;I0F566TT00010GM010;18001;yes
869;24387;I0F566TT00010GM013;18001;yes
870;24388;I0F566TT00010GM019;18001;yes
871;24389;I0F566TT00010GM024;18001;yes
872;24390;I0F566TT00010GM027;18001;no
873;24391;I0F566TT00010GM030;18001;no
874;24392;I0F566TT00010GM032;18001;yes
875;24393;I0F566TT00010GM034;18001;yes
876;24394;I0F566TT00010GM036;18001;yes
877;24395;I0F566TT00010GM044;18001;yes
878;24396;I0F566TT00010GM046;18001;yes
879;24384;I0F566LL00010GM010;24383;yes
880;24398;I0F566TT0A010GM010;24397;yes
881;24399;I0F566TT0A010GM019;24397;yes
882;24400;I0F566TT0A010GM024;24397;yes
883;33274;I0F566TT0A010GM027;24397;no
884;24405;I0F566TTO0010GM009;24401;no
885;24406;I0F566TTO0010GM030;24401;no
886;48210;I0F095TT0C01ISM009;40358;no
887;48211;I0F095TT0C01ISM013;40358;no
888;40359;I0F095TT0C01ISM019;40358;no
889;40360;I0F095TT0C01ISM025;40358;no
890;40361;I0F095TT0C01ISM032;40358;no
891;24343;I0F123LLIC01XBM014;21440;yes
892;24344;I0F123LLIC01VBM014;21441;yes
893;24345;I0F123LLIC01VBM020;21441;no
894;24346;I0F124LLIC01VBM020;21442;yes
895;24348;I0F125LLIC01VBM019;24347;yes
896;21450;I0F154TT0C01CBM013;21449;no
897;21451;I0F154TT0C01CBM019;21449;no
898;21452;I0F154TT0C01CBM025;21449;no
899;21454;I0F154TT0C01CWM013;21453;no
900;21455;I0F154TT0C01CWM019;21453;no
901;21456;I0F154TT0C01CWM025;21453;no
902;40243;I0F113TT00010BM020;40242;no
903;40244;I0F113TT00010BM025;40242;no
904;40245;I0F113TT00010BM032;40242;no
905;40024;I0F159TT00NE0GI012;40023;no
906;40025;I0F159TT00NE0GI100;40023;no
907;21471;I0F353TT00010BM013;21470;no
908;21476;I0F353TT00010BM019;21470;no
909;21472;I0F353TT00010BM025;21470;no
910;21474;I0F353LL00010BM040;21473;no
911;21479;I0F015TT00020BM009;20838;yes
912;21477;I0F015TT00020BM013;20838;yes
913;21478;I0F015TT00020BM019;20838;yes
914;21480;I0F015TT00020BM025;20838;yes
915;21481;I0F015TT00020BM032;20838;yes
916;24134;I0F015TT0A020BM013;24133;no
917;24135;I0F015TT0A020BM019;24133;no
918;33276;I0F015TTO0020BM013;20839;no
919;33277;I0F015TTO0020BM019;20839;no
920;33278;I0F015TTO0020BM025;20839;no
921;33279;I0F015TTO0020BM032;20839;no
922;35447;I0F218TT00010BM009;35446;no
923;35448;I0F218TT00010BM013;35446;no
924;35449;I0F218TT00010BM019;35446;no
925;35450;I0F218TT00010BM025;35446;no
926;35451;I0F218TT00010BM032;35446;no
927;35453;I0F218TT0A010BM009;35452;no
928;35454;I0F218TT0A010BM013;35452;no
929;35455;I0F218TT0A010BM019;35452;no
930;35456;I0F218TT0A010BM025;35452;no
931;35444;I0F218LL00010BM009;35443;no
932;35445;I0F218LL00010BM013;35443;no
933;33478;I0F431TT00010HI038;33474;no
934;33479;I0F431TT00010HI012;33474;no
935;36597;I0F431TT00010HI058;33474;no
936;33480;I0F431TT00010HI034;33474;no
937;36598;I0F431TT00010HI078;33474;no
938;33481;I0F431TT00010HI100;33474;no
939;36599;I0F431TT00010HI118;33474;no
940;36600;I0F431TT00010HI138;33474;no
941;36601;I0F431TT00010HI158;33474;no
942;36602;I0F431TT00010HI200;33474;no
943;36603;I0F431TT00010HI218;33474;no
944;36604;I0F431TT00010HI212;33474;no
945;36605;I0F431TT00010HI258;33474;no
946;36606;I0F431TT00010HI300;33474;no
947;36607;I0F431TT00010HI318;33474;no
948;36608;I0F431TT00010HI400;33474;no
949;36609;I0F431TT00010HI418;33474;no
950;36610;I0F431TT00010HI412;33474;no
951;36611;I0F431TT00010HI500;33474;no
952;36612;I0F431TT00010HI600;33474;no
953;36613;I0F431TT00010HI800;33474;no
954;40501;I0F431TTO0010HI038;36595;no
955;36596;I0F431TTO0010HI118;36595;no
956;34965;I0F135TT00010BM025;34964;no
957;34976;I0F135TT00010BM032;34964;no
958;34977;I0F135TT00010BM035;34964;no
959;34966;I0F135TT00010BM040;34964;no
960;34967;I0F135TT00010BM050;34964;no
961;36515;I0F111LL0C014BI012;36514;no
962;36516;I0F111LL0C014BI038;36514;no
963;36520;I0F111LL00010BI014;36517;no
964;36519;I0F111LL00010BI038;36517;no
965;36518;I0F111LL00010BI012;36517;no
966;36521;I0F111LL00010BI058;36517;no
967;36522;I0F111LL00010BI034;36517;no
968;36523;I0F111LL00010BI078;36517;no
969;36524;I0F111LL00010BI118;36517;no
970;37664;I0F432TT00010GM009;37663;no
971;37665;I0F432TT00010GM013;37663;no
972;37666;I0F432TT00010GM019;37663;no
973;37667;I0F432TT00010GM025;37663;no
974;48592;I0F244TT00010BM009;48591;no
975;48593;I0F244TT00010BM013;48591;no
976;48594;I0F244TT00010BM019;48591;no
977;39237;I0F633P420010BI012;39236;no
978;39238;I0F633P420010BI034;39236;no
979;39239;I0F633P420010BI100;39236;no
980;800622;I0F633P420010BI112;39236;no
981;800623;I0F633P420010BI200;39236;no
982;39241;I0F633P420010WI012;39240;no
983;39242;I0F633P420010WI034;39240;no
984;39243;I0F633P420010WI100;39240;no
985;39245;I0F633P420020BI112;39244;no
986;39246;I0F633P420020BI200;39244;no
987;39248;I0F633P420020WI112;39247;no
988;39249;I0F633P420020WI200;39247;no
989;39252;I0F633P920010BI012;39251;no
990;39253;I0F633P920010BI034;39251;no
991;39254;I0F633P920010BI100;39251;no
992;39256;I0F633P920010WI012;39255;no
993;39257;I0F633P920010WI034;39255;no
994;39258;I0F633P920010WI100;39255;no
995;39261;I0F633P920020BI112;39260;no
996;39262;I0F633P920020BI200;39260;no
997;39264;I0F633P920020WI112;39263;no
998;39265;I0F633P920020WI200;39263;no
999;39267;I0F633P930010BI012;39266;no
1000;39268;I0F633P930010BI034;39266;no
1001;39269;I0F633P930010BI100;39266;no
1002;39271;I0F633P930010WI012;39270;no
1003;39272;I0F633P930010WI034;39270;no
1004;39273;I0F633P930010WI100;39270;no
1005;39275;I0F633P930020BI112;39274;no
1006;39276;I0F633P930020BI200;39274;no
1007;39278;I0F633P930020WI112;39277;no
1008;39279;I0F633P930020WI200;39277;no
1009;39281;I0F633PP00010BI012;39280;no
1010;39282;I0F633PP00010BI034;39280;no
1011;39283;I0F633PP00010BI100;39280;no
1012;39285;I0F633PP00010WI012;39284;no
1013;39286;I0F633PP00010WI034;39284;no
1014;39287;I0F633PP00010WI100;39284;no
1015;39289;I0F633PP00020BI112;39288;no
1016;39292;I0F633PP00020WI112;39291;no
1017;39295;I0F633PT00010BI012;39294;no
1018;39296;I0F633PT00010BI034;39294;no
1019;39297;I0F633PT00010BI038;39294;no
1020;39306;I0F633PT00010BI100;39294;no
1021;39299;I0F633PT00010WI012;39298;no
1022;39300;I0F633PT00010WI034;39298;no
1023;39301;I0F633PT00010WI100;39298;no
1024;39303;I0F633PT00020BI112;39302;no
1025;39307;I0F633PT00020BI200;39302;no
1026;39305;I0F633PT00020WI112;39304;no
1027;39308;I0F633PT00020WI200;39304;no
1028;39311;I0F634P420010BI100;39310;no
1029;39313;I0F634P420020BI112;39312;no
1030;39314;I0F634P420020BI200;39312;no
1031;39316;I0F634P900010BI100;39315;no
1032;39319;I0F634P900020BI112;39318;no
1033;39320;I0F634P900020BI200;39318;no
1034;39324;I0F634PU00010BI100;39323;no
1035;39326;I0F634PU00020BI112;39325;no
1036;39327;I0F634PU00020BI200;39325;no
1037;40441;I0F634PT00010BI100;40440;no
1038;40442;I0F634PT00020BI112;40443;no
1039;48208;I0F634PT00020BI200;40443;no
1040;39336;I0F631TT00010WI012;39335;no
1041;39337;I0F631TT00010WI034;39335;no
1042;39338;I0F631TT00010WI100;39335;no
1043;39341;I0F631TT00020WI112;39339;no
1044;39342;I0F631TT00020WI200;39339;no
1045;39344;I0F631TT0B011WI012;39343;no
1046;39345;I0F631TT0B011WI100;39343;no
1047;39347;I0F631TT0B021WI112;39346;no
1048;39355;I0F640TT00010BI012;39354;no
1049;39456;I0F562TT0A010BI012;39452;no
1050;39457;I0F160TT0A010BI012;39455;no
1051;40030;I0F630TT00020BI012;40029;no
1052;40031;I0F630TT00020BI034;40029;no
1053;40032;I0F630TT00020BI100;40029;no
1054;40034;I0F630TTO0020BI012;40033;no
1055;40035;I0F630TTO0020BI038;40033;no
1056;40038;I0F630TT0X02CBI100;40037;no
1057;45064;I0F665LLIC01VGM019;45063;yes
1058;45081;I0F663TT0C01CBM009;45080;no
1059;45082;I0F663TT0C01CBM013;45080;no
1060;45083;I0F663TT0C01CBM019;45080;no
1061;45085;I0F663TT0C01CGM009;45084;no
1062;45086;I0F663TT0C01CGM013;45084;no
1063;45087;I0F663TT0C01CGM019;45084;no
1064;45092;I0F663TT0C01CRM009;45091;no
1065;45093;I0F663TT0C01CRM013;45091;no
1066;45094;I0F663TT0C01CRM019;45091;no
1067;45667;I0F663TT0C01CCM009;45666;no
1068;45668;I0F663TT0C01CCM013;45666;no
1069;45669;I0F663TT0C01CCM019;45666;no
1070;45671;I0F663TT0C01CNM009;45670;no
1071;45672;I0F663TT0C01CNM013;45670;no
1072;45673;I0F663TT0C01CNM019;45670;no
1073;45675;I0F663TT0C01CYM009;45674;no
1074;45676;I0F663TT0C01CYM013;45674;no
1075;45677;I0F663TT0C01CYM019;45674;no
1076;45103;I0F663TTB001CBM019;45098;no
1077;45099;I0F663TTB001CBM025;45098;no
1078;45101;I0F663TTB001CBM032;45098;no
1079;45110;I0F663TTB001CGM019;45105;no
1080;45106;I0F663TTB001CGM025;45105;no
1081;45108;I0F663TTB001CGM032;45105;no
1082;45115;I0F663TTB001CRM019;45112;no
1083;45113;I0F663TTB001CRM025;45112;no
1084;45114;I0F663TTB001CRM032;45112;no
1085;45679;I0F663TTB001CCM019;45678;no
1086;45680;I0F663TTB001CCM025;45678;no
1087;45681;I0F663TTB001CCM032;45678;no
1088;45683;I0F663TTB001CNM019;45682;no
1089;45684;I0F663TTB001CNM025;45682;no
1090;45685;I0F663TTB001CNM032;45682;no
1091;45687;I0F663TTB001CYM019;45686;no
1092;45688;I0F663TTB001CYM025;45686;no
1093;45689;I0F663TTB001CYM032;45686;no
1094;48726;I0F674TT00010NM010;48725;no
1095;48727;I0F674TT00010NM015;48725;no
1096;48728;I0F674TT00010NM020;48725;no
1097;800661;I0F688TT00030CI012;800660;no
1098;800662;I0F688TT00030CI100;800660;no
1099;800714;I0F691TT00010RM009;800713;no
1100;800716;I0F691TT00010RM013;800713;no
1101;800717;I0F691TT00010RM019;800713;no
1102;800718;I0F691TT00010RM025;800713;no
1103;800725;I0F693TT00010GM009;800724;no
1104;800726;I0F693TT00010GM013;800724;no
1105;800727;I0F693TT00010GM019;800724;no
1106;800728;I0F693TT00010GM025;800724;no
1107;800729;I0F693TT00010GM032;800724;no
1108;40365;O0F638TT00010BI316;39388;no
1109;39389;O0F638TT00010BI014;39388;no
1110;39390;O0F638TT00010BI038;39388;no
1111;39391;O0F638TT00010BI012;39388;no
1112;39392;O0F638TT00010BI034;39388;no
1113;39395;O0F638TTO0010BI012;39394;no
1114;40496;O0F638LJ00010BI316;39357;no
1115;39358;O0F638LJ00010BI014;39357;no
1116;39360;O0F638LJ00010BI038;39357;no
1117;39359;O0F638LJ00010BI012;39357;no
1118;39361;O0F638LJ00010BI034;39357;no
1119;39362;O0F638LJ00010BI100;39357;no
1120;39364;O0F638LJL0010BI014;39363;no
1121;39365;O0F638LJL0010BI038;39363;no
1122;39366;O0F638LJL0010BI012;39363;no
1123;39367;O0F638LJL0010BI034;39363;no
1124;39368;O0F638LJL0010BI100;39363;no
1125;39369;O0F638LJL0010BI112;39363;no
1126;39372;O0F638LJO0010BI038;39370;no
1127;39373;O0F638LJO0010BI012;39370;no
1128;39374;O0F638LJO0010BI034;39370;no
1129;39386;O0F638LXL0010BI014;39383;no
1130;39384;O0F638LXL0010BI038;39383;no
1131;39385;O0F638LXL0010BI012;39383;no
1132;39381;O0F638LL00010BI034;39377;no
1133;34048;O0F020TTO0010BI038;17986;no
1134;34081;O0F020TTO0010BI012;17986;no
1135;34102;O0F020TTO0010BI034;17986;no
1136;33935;O0F020TT00010BI014;17989;no
1137;33936;O0F020TT00010BI038;17989;no
1138;33968;O0F020TT00010BI012;17989;no
1139;33998;O0F020TT00010BI034;17989;no
1140;34018;O0F020TT00010BI100;17989;no
1141;30630;O0F245LL00010BM009;30629;no
1142;30631;O0F245LL00010BM013;30629;no
1143;40386;L0F549TT0A010BI012;17992;no
1144;40439;L0F549P920010BI012;40438;no
1145;40445;L0F549PT20010BI012;40444;no
1146;40388;L0F555TT00010BI012;40387;no
1147;40389;L0F555TT00010BI038;40387;no
1148;48549;L0F555TT00010BI012;48548;no
1149;48554;L0F555TT00010BI038;48548;no
1150;40392;L0F555TT0A010BI012;40391;no
1151;40393;L0F555TT0A010BI034;40391;no
1152;21068;I0L578TT00040CM005;20505;no
1153;32939;I0L578LL00040CM005;32938;yes
1154;32962;I0L579LL00040CM009;32961;yes
1155;30623;I0L580TT0C049WM004;20508;no
1156;21069;I0L580TT0C049WM050;20508;no
1157;21070;I0L580TT0C049WM070;20508;no
1158;21071;I0L580TT0C049WM090;20508;no
1159;21072;I0L580TT0C049WM100;20508;no
1160;21073;I0L580TT0C049WM125;20508;no
1161;32964;I0L580LL00040WM004;32963;yes
1162;21074;I0L581TT00040CM004;20509;no
1163;32966;I0L581LL00040CM004;32965;yes
1164;31900;I0L591TT0C04P0M009;20529;no
1165;31899;I0L591TT0C04P0M013;20529;no
1166;21075;I0L591TT0C04P0M015;20529;no
1167;21076;I0L591TT0C04P0M034;20529;no
1168;21077;I0L591TT0C04P0M048;20529;no
1169;32992;I0L591TT0C04PYM009;32991;no
1170;32993;I0L591TT0C04PYM013;32991;no
1171;31879;I0L584TT0C04PCM004;20512;no
1172;31880;I0L584TT0C04PCM005;20512;no
1173;31881;I0L584TT0C04PCM009;20512;no
1174;30626;I0L584TT0C04PCM013;20512;no
1175;21078;I0L584TT0C04PCM015;20512;no
1176;21079;I0L584TT0C04PCM018;20512;no
1177;31875;I0L584TT0C04PCM020;20512;no
1178;21080;I0L584TT0C04PCM022;20512;no
1179;31876;I0L584TT0C04PCM025;20512;no
1180;31877;I0L584TT0C04PCM026;20512;no
1181;31878;I0L584TT0C04PCM027;20512;no
1182;21081;I0L584TT0C04PCM028;20512;no
1183;21082;I0L584TT0C04PCM035;20512;no
1184;21083;I0L584TT0C04PCM038;20512;no
1185;21084;I0L584TT0C04PCM042;20512;no
1186;21085;I0L584TT0C04PCM048;20512;no
1187;21086;I0L584TT0C04PCM050;20512;no
1188;21087;I0L584TT0C04PCM070;20512;no
1189;21088;I0L584TT0C04PCM090;20512;no
1190;21089;I0L584TT0C04PCM100;20512;no
1191;21090;I0L584TT0C04PCM125;20512;no
1192;21091;I0L584TT0C04PCM150;20512;no
1193;30624;I0L584TTOC044GM009;20513;no
1194;21092;I0L584TTOC044GM012;20513;no
1195;31882;I0L584TTOC044GM013;20513;no
1196;21093;I0L584TTOC044GM015;20513;no
1197;21094;I0L584TTOC044GM018;20513;no
1198;30625;I0L584TTOC044GM020;20513;no
1199;21095;I0L584TTOC044GM022;20513;no
1200;31883;I0L584TTOC044GM025;20513;no
1201;31884;I0L584TTOC044GM026;20513;no
1202;31885;I0L584TTOC044GM027;20513;no
1203;21096;I0L584TTOC044GM028;20513;no
1204;21097;I0L584TTOC044GM035;20513;no
1205;31886;I0L584TTOC044GM038;20513;no
1206;31887;I0L584TTOC044GM039;20513;no
1207;21098;I0L584TTOC044GM042;20513;no
1208;30638;I0L585TC00040GM009;20515;no
1209;30639;I0L585TC00040GM013;20515;no
1210;21099;I0L585TC00040GM015;20515;no
1211;30640;I0L585TC00040GM019;20515;no
1212;21100;I0L585TC00040GM022;20515;no
1213;30641;I0L585TC00040GM025;20515;no
1214;21101;I0L585TC00040GM028;20515;no
1215;21102;I0L585TC00040GM035;20515;no
1216;30642;I0L585TT0A040GM009;20516;yes
1217;21103;I0L585TT0A040GM012;20516;no
1218;31888;I0L585TT0A040GM013;20516;yes
1219;21104;I0L585TT0A040GM015;20516;no
1220;21106;I0L585TT0A040GM018;20516;no
1221;31889;I0L585TT0A040GM020;20516;yes
1222;21105;I0L585TT0A040GM022;20516;no
1223;21107;I0L585TT0A040GM028;20516;no
1224;21108;I0L585TT0A040GM035;20516;no
1225;21109;I0L585TT0A040GM042;20516;no
1226;21110;I0L585TT0A040GM048;20516;no
1227;21111;I0L585TT0A040GM054;20516;no
1228;21112;I0L585TT0A040GM060;20516;no
1229;31891;I0L585TT00040GM005;20517;no
1230;30643;I0L585TT00040GM009;20517;yes
1231;21114;I0L585TT00040GM010;20517;no
1232;21113;I0L585TT00040GM012;20517;no
1233;30644;I0L585TT00040GM013;20517;yes
1234;21115;I0L585TT00040GM014;20517;no
1235;21116;I0L585TT00040GM015;20517;no
1236;21117;I0L585TT00040GM018;20517;no
1237;31890;I0L585TT00040GM019;20517;no
1238;21118;I0L585TT00040GM020;20517;yes
1239;21119;I0L585TT00040GM022;20517;no
1240;21120;I0L585TT00040GM025;20517;yes
1241;21121;I0L585TT00040GM028;20517;no
1242;30648;I0L585TT00040GM030;20517;no
1243;21122;I0L585TT00040GM032;20517;no
1244;21123;I0L585TT00040GM035;20517;no
1245;21124;I0L585TT00040GM040;20517;no
1246;21125;I0L585TT00040GM042;20517;no
1247;21126;I0L585TT00040GM048;20517;no
1248;21127;I0L585TT00040GM050;20517;no
1249;21128;I0L585TT00040GM054;20517;no
1250;21129;I0L585TT00040GM060;20517;no
1251;21130;I0L585TT00040GM064;20517;no
1252;21131;I0L585TT00040GM067;20517;no
1253;21132;I0L585TT00040GM076;20517;no
1254;21133;I0L585TT00040GM089;20517;no
1255;30646;I0L586TT00040GM009;20519;yes
1256;21134;I0L586TT00040GM010;20519;no
1257;21135;I0L586TT00040GM012;20519;no
1258;30647;I0L586TT00040GM013;20519;yes
1259;21136;I0L586TT00040GM014;20519;no
1260;21137;I0L586TT00040GM015;20519;no
1261;21138;I0L586TT00040GM018;20519;no
1262;21139;I0L586TT00040GM020;20519;yes
1263;21140;I0L586TT00040GM022;20519;no
1264;21141;I0L586TT00040GM025;20519;yes
1265;31892;I0L586TT00040GM026;20519;yes
1266;31893;I0L586TT00040GM027;20519;yes
1267;21142;I0L586TT00040GM028;20519;no
1268;31894;I0L586TT00040GM030;20519;no
1269;21143;I0L586TT00040GM032;20519;no
1270;21144;I0L586TT00040GM035;20519;no
1271;21145;I0L586TT00040GM042;20519;no
1272;21146;I0L586TT00040GM048;20519;no
1273;21147;I0L586TT00040GM054;20519;no
1274;21148;I0L586TT00040GM060;20519;no
1275;21149;I0L586TT00040GM064;20519;no
1276;21150;I0L586TT00040GM070;20519;no
1277;21151;I0L586TT00040GM076;20519;no
1278;21152;I0L586TT00040GM089;20519;no
1279;31895;I0L587TT0A040GM013;20520;no
1280;21153;I0L587TT0A040GM015;20520;no
1281;21154;I0L587TT0A040GM018;20520;no
1282;21155;I0L587TT0A040GM022;20520;no
1283;21156;I0L587TT0A040GM028;20520;no
1284;21157;I0L587TT0A040GM035;20520;no
1285;21158;I0L587TT0A040GM042;20520;no
1286;21159;I0L587TT0A040GM048;20520;no
1287;21160;I0L587TT0A040GM054;20520;no
1288;21161;I0L587TT0A040GM060;20520;no
1289;30645;I0L587TT00040GM006;20521;no
1290;30649;I0L587TT00040GM009;20521;yes
1291;21163;I0L587TT00040GM010;20521;no
1292;31896;I0L587TT00040GM013;20521;yes
1293;21162;I0L587TT00040GM014;20521;no
1294;21164;I0L587TT00040GM015;20521;no
1295;21165;I0L587TT00040GM018;20521;no
1296;31897;I0L587TT00040GM020;20521;yes
1297;21166;I0L587TT00040GM022;20521;no
1298;30650;I0L587TT00040GM025;20521;yes
1299;32802;I0L587TT00040GM026;20521;yes
1300;32803;I0L587TT00040GM027;20521;no
1301;21167;I0L587TT00040GM028;20521;no
1302;21168;I0L587TT00040GM035;20521;no
1303;21169;I0L587TT00040GM042;20521;no
1304;21170;I0L587TT00040GM048;20521;no
1305;21171;I0L587TT00040GM054;20521;no
1306;21172;I0L587TT00040GM060;20521;no
1307;21173;I0L587TT00040GM064;20521;no
1308;21174;I0L587TT00040GM076;20521;no
1309;21175;I0L587TT00040GM089;20521;no
1310;32986;I0L587LL00040GM006;32985;no
1311;30651;I0L588TTXC044CM009;20522;yes
1312;21176;I0L588TTXC044CM015;20522;no
1313;21177;I0L588TTXC044CM018;20522;no
1314;21178;I0L588TTXC044CM022;20522;no
1315;31898;I0L588TTXC044CM025;20522;yes
1316;21179;I0L588TTXC044CM028;20522;no
1317;21180;I0L588TTXC044CM035;20522;no
1318;32987;I0L588TTXC044CM038;20522;yes
1319;32988;I0L588TTXC044CM046;20522;yes
1320;21181;I0L589LLIC04XWM006;20523;yes
1321;30167;I0L589LLIC04XWI006;20523;no
1322;32989;I0L589LLIC04XWM009;20523;yes
1323;21182;I0L589LLIC04XWM010;20523;no
1324;30652;I0L589LLIC04XWI010;20523;no
1325;30653;I0L590TT0CFE4WM004;20524;yes
1326;21183;I0L590TT0CFE4WM015;20524;no
1327;21184;I0L590TT0CFE4WM018;20524;no
1328;21185;I0L590TT0CFE4WM022;20524;no
1329;21186;I0L590TT0CFE4WM028;20524;no
1330;21187;I0L590TT0CFE4WM035;20524;no
1331;33000;I0L593LL0C044CM006;20525;no
1332;21188;I0L593LL0C044CM018;20525;no
1333;21189;I0L593LL0C044CM022;20525;no
1334;21190;I0L593LL0C044CM028;20525;no
1335;33048;I0L593LL0C044RM006;21210;no
1336;21214;I0L593LL0C044RM015;21210;no
1337;21211;I0L593LL0C044RM018;21210;no
1338;21212;I0L593LL0C044RM022;21210;no
1339;21213;I0L593LL0C044RM028;21210;no
1340;21215;I0L593LL0C044RM035;21210;no
1341;30655;I0L593TT0C04PRM006;20526;no
1342;30656;I0L593TT0C04PRM009;20526;no
1343;31901;I0L593TT0C04PRM013;20526;no
1344;21204;I0L593TT0C04PRM015;20526;no
1345;21205;I0L593TT0C04PRM018;20526;no
1346;21206;I0L593TT0C04PRM022;20526;no
1347;21207;I0L593TT0C04PRM028;20526;no
1348;21208;I0L593TT0C04PRM035;20526;no
1349;21209;I0L593TT0C04PRM042;20526;no
1350;31915;I0L593TT0C04PCM003;20527;no
1351;31905;I0L593TT0C04PCM004;20527;no
1352;31906;I0L593TT0C04PCM006;20527;no
1353;31907;I0L593TT0C04PCM009;20527;yes
1354;21191;I0L593TT0C04PCM012;20527;no
1355;31902;I0L593TT0C04PCM013;20527;yes
1356;21192;I0L593TT0C04PCM015;20527;no
1357;21193;I0L593TT0C04PCM016;20527;no
1358;21194;I0L593TT0C04PCM018;20527;no
1359;21195;I0L593TT0C04PCM020;20527;yes
1360;21196;I0L593TT0C04PCM022;20527;no
1361;21197;I0L593TT0C04PCM025;20527;yes
1362;31903;I0L593TT0C04PCM026;20527;yes
1363;31904;I0L593TT0C04PCM027;20527;yes
1364;21198;I0L593TT0C04PCM028;20527;no
1365;21199;I0L593TT0C04PCM035;20527;no
1366;21201;I0L593TT0C04PCM042;20527;no
1367;21202;I0L593TT0C04PCM048;20527;no
1368;21203;I0L593TT0C04PCM055;20527;no
1369;33009;I0L594LL0C044CM004;20532;yes
1370;31908;I0L594LL0C044CM015;20532;no
1371;21216;I0L594LL0C044CM018;20532;no
1372;21217;I0L594LL0C044CM020;20532;no
1373;21218;I0L594LL0C044CM022;20532;no
1374;21222;I0L594LL0C044CM024;20532;no
1375;21219;I0L594LL0C044CM028;20532;no
1376;21223;I0L594LL0C044CM030;20532;no
1377;21220;I0L594LL0C044CM035;20532;no
1378;21221;I0L594LL0C044CM042;20532;no
1379;21224;I0L592PE00040GM009;20531;no
1380;21225;I0L592PE00040GM013;20531;no
1381;30654;I0L592PE00040GM019;20531;no
1382;32999;I0L592PE00040GM025;20531;no
1383;33023;I0L597LLIC04XWM006;33022;no
1384;33024;I0L597LLIC04XWM009;33022;no
1385;21239;I0L598LLIC04XWM006;20541;no
1386;32990;I0L598LLIC04XWM009;20541;no
1387;21240;I0L598LLIC04XWM010;20541;no
1388;31852;I0L351TTO0040GM005;20484;no
1389;30489;I0L351TTO0040GM006;20484;no
1390;30103;I0L351TTO0040GM009;20484;no
1391;21241;I0L351TTO0040GM015;20484;no
1392;21242;I0L351TTO0040GM018;20484;no
1393;21243;I0L351TTO0040GM022;20484;no
1394;21244;I0L351TTO0040GM028;20484;no
1395;21245;I0L351TTO0040GM035;20484;no
1396;21246;I0L351TTO0040GM042;20484;no
1397;21247;I0L351TTO0040GM054;20484;no
1398;21248;I0L351TTO0040GM060;20484;no
1399;21249;I0L351TTO0040GM076;20484;no
1400;31851;I0L351TT0C04PCM006;20485;no
1401;21250;I0L351TT0C04PCM015;20485;no
1402;21251;I0L351TT0C04PCM018;20485;no
1403;21252;I0L351TT0C04PCM022;20485;no
1404;21253;I0L351TT0C04PCM028;20485;no
1405;21254;I0L351TT0C04PCM035;20485;no
1406;31854;I0L351TT0C04PRM004;20504;no
1407;30505;I0L351TT0C04PRM006;20504;no
1408;31855;I0L351TT0C04PRM009;20504;no
1409;21255;I0L351TT0C04PRM015;20504;no
1410;21256;I0L351TT0C04PRM018;20504;no
1411;21257;I0L351TT0C04PRM022;20504;no
1412;21258;I0L351TT0C04PRM028;20504;no
1413;21259;I0L351TT0C04PRM035;20504;no
1414;32940;I0L351TT00040GM005;20486;no
1415;21260;I0L351TT00040GM006;20486;no
1416;31853;I0L351TT00040GM009;20486;no
1417;32941;I0L351TT00040GM013;20486;no
1418;32942;I0L351TT00040GM020;20486;no
1419;32945;I0L613TT0C04PRM004;32944;no
1420;32947;I0L613TT0C04PRM006;32944;no
1421;32951;I0L613TT0C04PRM009;32944;no
1422;32950;I0L613TT0C04PCM006;32948;no
1423;32952;I0L613TT0C04PCM009;32948;no
1424;31873;I0L565TT00040YM009;20497;no
1425;31872;I0L565TT00040YM013;20497;no
1426;21261;I0L565TT00040YM048;20497;no
1427;36615;I0L574TTO0040BI038;36614;no
1428;36616;I0L574TTO0040BI012;36614;no
1429;36617;I0L574TTO0040BI034;36614;no
1430;43547;I0L574TTO0040BI100;36614;no
1431;36619;I0L574TT0M040BI038;36618;no
1432;36620;I0L574TT0M040BI012;36618;no
