PdmarticleID;ExternalKey;Product level;Product name;Marketing range;Marketing item group;ParentID;Label;ERP code;Shortname;StateID;show_in_2024
10742;SEGMENT;Segment;;;;0;Segment;;;;no
20046;IAC000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Accessories;;;;no
799168;LAC000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Accessories;;;Product Workflow 2.0 - Initialisation - Product;no
9263;IAD000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Adhesive and cleaner;;;;no
10568;ICT000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaComfort;;;;no
10481;C0C000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaComp;;;;no
33642;E0C000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaComp;;;;no
37915;F0C000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaComp;;;;no
9046;IFI000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaFix;;;;no
19797;LFI000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaFix;;;;no
8021;I0F000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaFlex;;;;no
20042;O0F000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaFlex;;;;no
20043;L0F000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaFlex;;;;no
11654;I0G000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaGel;;;;no
10574;I0L000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaLight;;;;no
20045;O0L000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaLight;;;;no
30663;L0L000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaLight;;;;no
20044;I0W000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaWool;;;;no
18460;IPR000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaProtect;;;;no
9267;I0S000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaSound;;;;no
7954;ICL000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaClad;;;;no
18466;ISF000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary FEF;;;;no
20047;OSF000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary FEF;;;;no
19539;LSF000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary FEF;;;;no
33307;P0P000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;ArmaPET;;;;no
35308;ISW000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary mineral wool;;;;no
36412;ISP000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary PE;;;;no
41296;LSP000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary PE;;;;no
45924;ISU000000000000000;Product family;Not relevant;Not relevant;Not relevant;10742;Secondary Polyurethane;;;;no
799370;IGL;Product family;;;;10742;Test Family;;;Product Workflow 2.0 - Initialisation - Product;no
800120;;Segment;Not relevant;Not relevant;Not relevant;10742;AI-Armacell branded;;;Product Workflow 2.0 - Initialisation - Product;no
800116;;Segment;Not relevant;Not relevant;Not relevant;10742;AI-OEM;;;Product Workflow 2.0 - Initialisation - Product;no
800118;;Segment;Not relevant;Not relevant;Not relevant;10742;AI-Private label;;;Product Workflow 2.0 - Initialisation - Product;no
800135;;Segment;Not relevant;Not relevant;Not relevant;10742;EF-Component Foams;;;Product Workflow 2.0 - Initialisation - Product;no
800142;;Segment;Not relevant;Not relevant;Not relevant;10742;EF - Component Foams - Private label;;;Product Workflow 2.0 - Initialisation - Product;no
800141;;Segment;Not relevant;Not relevant;Not relevant;10742;EF - PET - Armacell branded;;;Product Workflow 2.0 - Initialisation - Product;no
800156;IAPAL19500001;Item;;;;10742;;IAPAL19500001;;Product Workflow 2.0 - Initialisation - Item;no
800157;IALUTAPE12100;Item;;;;10742;;IALUTAPE12100;;Product Workflow 2.0 - Initialisation - Item;no
800158;IALUTAPE12249;Item;;;;10742;;IALUTAPE12249;;Product Workflow 2.0 - Initialisation - Item;no
800159;IALUTAPE12499;Item;;;;10742;;IALUTAPE12499;;Product Workflow 2.0 - Initialisation - Item;no
800160;IALUTAPE12750;Item;;;;10742;;IALUTAPE12750;;Product Workflow 2.0 - Initialisation - Item;no
20090;IAC248000000000000;Product;Cutting tools;Not relevant;Not relevant;20046;Cutting tools;;;Product Workflow 2.0 - Initialisation - Product;no
20091;IAC016000000000000;Product;Alu tape (APAC);Not relevant;Not relevant;20046;Alu tape (APAC);;;;no
20092;IAC018000000000000;Product;Alu with scrim tape (APAC);Not relevant;Not relevant;20046;Alu with scrim tape (APAC);;;;no
20097;IAC061000000000000;Product;ArmaFinish 99;Not relevant;Not relevant;20046;ArmaFinish 99;;;Product Workflow 2.0 - Approved;no
20115;IAC153000000000000;Product;ArmaFlex Toolbox;Not relevant;Not relevant;20046;ArmaFlex Toolbox;;;Product Workflow 2.0 - Initialisation - Product;no
20180;IAC151000000000000;Product;ArmaFlex Tape (India);Not relevant;Not relevant;20046;ArmaFlex Tape (India);;;;no
20159;IAC003000000000000;Product;AccoFlex Tape;Not relevant;Not relevant;20046;AccoFlex Tape;;;;no
20279;IAC017000000000000;Product;Alu tape (EMEA);Not relevant;Not relevant;20046;Alu tape (EMEA);;;;no
20280;IAC126000000000000;Product;ArmaFlex El-Tape;Not relevant;Not relevant;20046;ArmaFlex El-Tape;;;;no
20281;IAC250000000000000;Product;De-icing heating cable;Not relevant;Not relevant;20046;De-icing heating cable;;;;no
20282;IAC559000000000000;Product;PVC tape (EMEA);Not relevant;Not relevant;20046;PVC tape (EMEA);;;;no
20283;IAC560000000000000;Product;PVC tape (Korea);Not relevant;Not relevant;20046;PVC tape (Korea);;;;no
33450;IAC602000000000000;Product;WB Finish;Not relevant;Not relevant;20046;WB Finish;;;;no
38886;IAC258000000000000;Product;ArmaFlex Tape (Americas);Not relevant;Not relevant;20046;ArmaFlex Tape (Americas);;;;no
39217;IAC267000000000000;Product;ArmaFlex Black LapSeal Tape;Not relevant;Not relevant;20046;ArmaFlex Black LapSeal Tape;;;;no
39219;IAC269000000000000;Product;ArmaLight Tape;Not relevant;Not relevant;20046;ArmaLight Tape;;;;no
48112;IAC671000000000000;Product;Cutting tools (Americas);Not relevant;Not relevant;20046;Cutting tools (Americas);;;;no
48511;IAC062000000000000;Product;ArmaFinish BR;Not relevant;Not relevant;20046;ArmaFinish BR;;;Product Workflow 2.0 - Initialisation - Product;no
799169;LAC258000000000000;Product;ArmaFlex Tape (Americas);Not relevant;Not relevant;799168;ArmaFlex Tape (Americas);;;Product Workflow 2.0 - Initialisation - Product;no
15874;IAD077000000000000;Product;ArmaFlex 320 Adhesive;Not relevant;Not relevant;9263;ArmaFlex 320 Adhesive;;;;no
37817;IAD078000000000000;Product;ArmaFlex 510 S Adesivo;Not relevant;Not relevant;9263;ArmaFlex 510 S Adesivo;;;;no
15202;IAD079000000000000;Product;ArmaFlex 520 Adhesive (AMERICAS);Not relevant;Not relevant;9263;ArmaFlex 520 Adhesive (AMERICAS);;;;no
37815;IAD085000000000000;Product;ArmaFlex 520 S Adesivo;Not relevant;Not relevant;9263;ArmaFlex 520 S Adesivo;;;;no
37816;IAD084000000000000;Product;ArmaFlex 520 Fast Adesivo;Not relevant;Not relevant;9263;ArmaFlex 520 Fast Adesivo;;;;no
9264;I0F080000000000000;Product;ArmaFlex 520 Adhesive (APAC);Not relevant;Not relevant;9263;ArmaFlex 520 Adhesive (APAC);;;;no
37638;IAD232000000000000;Product;ArmaFlex 520 adhesive (Japan);Not relevant;Not relevant;9263;ArmaFlex 520 adhesive (Japan);;;;no
11646;IAD081000000000000;Product;ArmaFlex 520 Adhesive (EMEA);Not relevant;Not relevant;9263;ArmaFlex 520 Adhesive (EMEA);;;Product Workflow 2.0 - Approved;no
20102;IAD086000000000000;Product;ArmaFlex 525 Adhesive;Not relevant;Not relevant;9263;ArmaFlex 525 Adhesive;;;Product Workflow 2.0 - Approved;no
11645;IAD082000000000000;Product;ArmaFlex 520 BLV Adhesive (AMERICAS);Not relevant;Not relevant;9263;ArmaFlex 520 BLV Adhesive (AMERICAS);;;;no
15875;IAD083000000000000;Product;ArmaFlex 520 BLV Adhesive (EMEA);Not relevant;Not relevant;9263;ArmaFlex 520 BLV Adhesive (EMEA);;;;no
15876;IAD087000000000000;Product;ArmaFlex 820 Adhesive;Not relevant;Not relevant;9263;ArmaFlex 820 Adhesive;;;;no
15877;IAD088000000000000;Product;ArmaFlex 850 Adhesive;Not relevant;Not relevant;9263;ArmaFlex 850 Adhesive;;;;no
15878;IAD110000000000000;Product;ArmaFlex Cleaner;Not relevant;Not relevant;9263;ArmaFlex Cleaner;;;Product Workflow 2.0 - Initialisation - Product;no
20113;IAD147000000000000;Product;ArmaFlex SF Cleaner;Not relevant;Not relevant;9263;ArmaFlex SF Cleaner;;;Product Workflow 2.0 - Initialisation - Product;no
20114;IAD148000000000000;Product;ArmaFlex SF990;Not relevant;Not relevant;9263;ArmaFlex SF990;;;Product Workflow 2.0 - Initialisation - Product;no
15879;IAD121000000000000;Product;ArmaFlex Ductseal Adhesive;Not relevant;Not relevant;9263;ArmaFlex Ductseal Adhesive;;;;no
20111;IAD122000000000000;Product;ArmaFlex Ductseal Eco Adhesive;Not relevant;Not relevant;9263;ArmaFlex Ductseal Eco Adhesive;;;;no
15880;IAD131000000000000;Product;ArmaFlex HT625 Adhesive (EMEA);Not relevant;Not relevant;9263;ArmaFlex HT625 Adhesive (EMEA);;;Product Workflow 2.0 - Approved;no
15881;IAD138000000000000;Product;ArmaFlex Pipeseal Adhesive;Not relevant;Not relevant;9263;ArmaFlex Pipeseal Adhesive;;;;no
15882;I0F146000000000000;Product;ArmaFlex RS850 Adhesive;Not relevant;Not relevant;9263;ArmaFlex RS850 Adhesive;;;Product Workflow 2.0 - Initialisation - Product;no
15883;IAD156000000000000;Product;ArmaFlex Ultima 700 Adhesive;Not relevant;Not relevant;9263;ArmaFlex Ultima 700 Adhesive;;;Product Workflow 2.0 - Initialisation - Product;no
15884;I0F158000000000000;Product;ArmaFlex Ultima SF990 Adhesive;Not relevant;Not relevant;9263;ArmaFlex Ultima SF990 Adhesive;;;Product Workflow 2.0 - Initialisation - Product;no
15885;IAD338000000000000;Product;Gluemaster;Not relevant;Not relevant;9263;Gluemaster;;;Product Workflow 2.0 - Approved;no
20843;IAD567000000000000;Product;ArmaFlex 750 adhesive;Not relevant;Not relevant;9263;ArmaFlex 750 adhesive;;;Product Workflow 2.0 - Initialisation - Product;no
33453;IAD570000000000000;Product;Spray Gun;Not relevant;Not relevant;9263;Spray Gun;;;;no
38977;IAD573000000000000;Product;ArmaFlex SF660 adhesive;Not relevant;Not relevant;9263;ArmaFlex SF660 adhesive;;;;no
39222;IAD317000000000000;Product;ArmaFlex 520 Black Adhesive;Not relevant;Not relevant;9263;ArmaFlex 520 Black Adhesive;;;;no
39225;IAD130000000000000;Product;ArmaFlex HT625 Adhesive (AMERICAS);Not relevant;Not relevant;9263;ArmaFlex HT625 Adhesive (AMERICAS);;;;no
39227;IAD541000000000000;Product;Low VOC Spray Adhesive;Not relevant;Not relevant;9263;Low VOC Spray Adhesive;;;;no
15456;ICT033000000000000;Product;ArmaComfort AB;Not relevant;Not relevant;10568;ArmaComfort AB;;;Product Workflow 2.0 - Initialisation - Product;no
15914;ICT035000000000000;Product;ArmaComfort AB Alu;Not relevant;Not relevant;10568;ArmaComfort AB Alu;;;Product Workflow 2.0 - Initialisation - Product;no
15913;ICT036000000000000;Product;ArmaComfort AB Alu D;Not relevant;Not relevant;10568;ArmaComfort AB Alu D;;;;no
10569;ICT038000000000000;Product;ArmaComfort AB Alu Plus;Not relevant;Not relevant;10568;ArmaComfort AB Alu Plus;;;Product Workflow 2.0 - Approved;no
20277;ICT034000000000000;Product;ArmaComfort AB AL PUR;Not relevant;Not relevant;10568;ArmaComfort AB AL PUR;;;;no
15915;ICT039000000000000;Product;ArmaComfort AB Plus;Not relevant;Not relevant;10568;ArmaComfort AB Plus;;;Product Workflow 2.0 - Approved;no
15916;ICT041000000000000;Product;ArmaComfort Barrier B;Not relevant;Not relevant;10568;ArmaComfort Barrier B;;;Product Workflow 2.0 - Approved;no
20243;ICT607000000000000;Product;ArmaComfort Barrier B Alu;Not relevant;Not relevant;10568;ArmaComfort Barrier B Alu;;;Product Workflow 2.0 - Initialisation - Product;no
20244;ICT608000000000000;Product;ArmaComfort Barrier P;Not relevant;Not relevant;10568;ArmaComfort Barrier P;;;Product Workflow 2.0 - Approved;no
15917;ICT045000000000000;Product;ArmaComfort MTD;Not relevant;Not relevant;10568;ArmaComfort MTD;;;;no
10775;ICT048000000000000;Product;ArmaComfort Rail;Not relevant;Not relevant;10568;ArmaComfort Rail;;;;no
20245;ICT134000000000000;Product;ArmaComfort Rail Alu;Not relevant;Not relevant;10568;ArmaComfort Rail Alu;;;;no
19522;ICT184000000000000;Product;ArmaComfort H;Not relevant;Not relevant;10568;ArmaComfort H;;;;no
19523;ICT185000000000000;Product;ArmaComfort S;Not relevant;Not relevant;10568;ArmaComfort S;;;;no
20126;ICT561000000000000;Product;ArmaComfort Reflamex;Not relevant;Not relevant;10568;ArmaComfort Reflamex;;;;no
20164;ICT040000000000000;Product;ArmaComfort Band;Not relevant;Not relevant;10568;ArmaComfort Band;;;;no
20166;ICT049000000000000;Product;ArmaComfort W;Not relevant;Not relevant;10568;ArmaComfort W;;;;no
20287;ICT183000000000000;Product;ArmaComfort Barrier J57;Not relevant;Not relevant;10568;ArmaComfort Barrier J57;;;;no
22193;ICT047000000000000;Product;ArmaComfort PUR;Not relevant;Not relevant;10568;ArmaComfort PUR;;;;no
22626;ICT575000000000000;Product;ArmaComfort AB PUR;Not relevant;Not relevant;10568;ArmaComfort AB PUR;;;;no
22197;ICT609000000000000;Product;ArmaComfort PET;Not relevant;Not relevant;10568;ArmaComfort PET;;;;no
22194;ICT610000000000000;Product;ArmaComfort Saund;Not relevant;Not relevant;10568;ArmaComfort Saund;;;;no
32768;ICT611000000000000;Product;ArmaComfort Tape;Not relevant;Not relevant;10568;ArmaComfort Tape;;;;no
34939;ICT043000000000000;Product;ArmaComfort SF (Laje);Not relevant;Not relevant;10568;ArmaComfort SF (Laje);;;;no
35310;ICT069000000000000;Product;ArmaComfort F;Not relevant;Not relevant;10568;ArmaComfort F;;;;no
37793;ICT042000000000000;Product;ArmaComfort Hidro;Not relevant;Not relevant;10568;ArmaComfort Hidro;;;;no
37794;ICT046000000000000;Product;ArmaComfort Piso Laminado;Not relevant;Not relevant;10568;ArmaComfort Piso Laminado;;;;no
38979;ICT340000000000000;Product;ArmaComfort ABJ;Not relevant;Not relevant;10568;ArmaComfort ABJ;;;;no
48187;ICT672000000000000;Product;ArmaComfort NR-P;Not relevant;Not relevant;10568;ArmaComfort NR-P;;;Product Workflow 2.0 - Initialisation - Product;no
799156;ICT675000000000000;Product;ArmaComfort Barrier IN;Not relevant;Not relevant;10568;ArmaComfort Barrier IN;;;Product Workflow 2.0 - Initialisation - Product;no
20095;C0C050000000000000;Product;ArmaComp EnsoLite AG;Not relevant;Not relevant;10481;ArmaComp EnsoLite AG;;;;no
20096;I0C060000000000000;Product;ArmaComp Uniskin;Not relevant;Not relevant;10481;ArmaComp Uniskin;;;;no
35482;C0C272000000000000;Product;EnsoLite 1400;Not relevant;Not relevant;10481;EnsoLite 1400;;;;no
35513;C0C273000000000000;Product;EnsoLite 1800;Not relevant;Not relevant;10481;EnsoLite 1800;;;;no
35539;C0C137000000000000;Product;EnsoLite AC2;Not relevant;Not relevant;10481;EnsoLite AC2;;;;no
35570;C0C276000000000000;Product;EnsoLite AFM-ESD;Not relevant;Not relevant;10481;EnsoLite AFM-ESD;;;;no
35596;C0C277000000000000;Product;EnsoLite AFM-Z;Not relevant;Not relevant;10481;EnsoLite AFM-Z;;;;no
35622;C0C278000000000000;Product;EnsoLite APH;Not relevant;Not relevant;10481;EnsoLite APH;;;;no
35648;C0C280000000000000;Product;EnsoLite CGC;Not relevant;Not relevant;10481;EnsoLite CGC;;;;no
35674;C0C282000000000000;Product;EnsoLite CMC;Not relevant;Not relevant;10481;EnsoLite CMC;;;;no
35700;C0C283000000000000;Product;EnsoLite ECF400;Not relevant;Not relevant;10481;EnsoLite ECF400;;;;no
35726;C0C285000000000000;Product;EnsoLite EF0 (Global);Not relevant;Not relevant;10481;EnsoLite EF0 (Global);;;;no
37812;C0C234000000000000;Product;EnsoLite EF0 (BR);Not relevant;Not relevant;10481;EnsoLite EF0 (BR);;;;no
20284;C0C286000000000000;Product;EnsoLite EF0 (Korea);Not relevant;Not relevant;10481;EnsoLite EF0 (Korea);;;;no
20189;C0C284000000000000;Product;EnsoLite EF0 90;Not relevant;Not relevant;10481;EnsoLite EF0 90;;;;no
22617;C0C601000000000000;Product;EnsoLite EF0 130;Not relevant;Not relevant;10481;EnsoLite EF0 130;;;;no
35729;C0C287000000000000;Product;EnsoLite EG0;Not relevant;Not relevant;10481;EnsoLite EG0;;;;no
35732;C0C288000000000000;Product;EnsoLite EG1;Not relevant;Not relevant;10481;EnsoLite EG1;;;;no
20233;C0C289000000000000;Product;EnsoLite ET7;Not relevant;Not relevant;10481;EnsoLite ET7;;;;no
35734;C0C290000000000000;Product;EnsoLite FBC;Not relevant;Not relevant;10481;EnsoLite FBC;;;;no
33593;C0C292000000000000;Product;EnsoLite FC0;Not relevant;Not relevant;10481;EnsoLite FC0;;;;no
35739;C0C293000000000000;Product;EnsoLite GIC;Not relevant;Not relevant;10481;EnsoLite GIC;;;;no
35742;C0C296000000000000;Product;EnsoLite ICF-400;Not relevant;Not relevant;10481;EnsoLite ICF-400;;;;no
33520;C0C297000000000000;Product;EnsoLite IE2;Not relevant;Not relevant;10481;EnsoLite IE2;;;;no
35736;C0C298000000000000;Product;EnsoLite IE3;Not relevant;Not relevant;10481;EnsoLite IE3;;;;no
10482;C0C299000000000000;Product;EnsoLite IG1;Not relevant;Not relevant;10481;EnsoLite IG1;;;;no
35745;C0C300000000000000;Product;EnsoLite IG2;Not relevant;Not relevant;10481;EnsoLite IG2;;;;no
35747;C0C301000000000000;Product;EnsoLite IG3;Not relevant;Not relevant;10481;EnsoLite IG3;;;;no
35750;C0C302000000000000;Product;EnsoLite IGB;Not relevant;Not relevant;10481;EnsoLite IGB;;;;no
35752;C0C303000000000000;Product;EnsoLite IR41;Not relevant;Not relevant;10481;EnsoLite IR41;;;;no
35755;C0C304000000000000;Product;EnsoLite IR42;Not relevant;Not relevant;10481;EnsoLite IR42;;;;no
33517;C0C305000000000000;Product;EnsoLite IUO;Not relevant;Not relevant;10481;EnsoLite IUO;;;;no
20050;C0C307000000000000;Product;EnsoLite IV1;Not relevant;Not relevant;10481;EnsoLite IV1;;;;no
35758;C0C308000000000000;Product;EnsoLite IV2;Not relevant;Not relevant;10481;EnsoLite IV2;;;;no
35760;C0C309000000000000;Product;EnsoLite IV3;Not relevant;Not relevant;10481;EnsoLite IV3;;;;no
35762;C0C310000000000000;Product;EnsoLite IVC;Not relevant;Not relevant;10481;EnsoLite IVC;;;;no
35765;C0C312000000000000;Product;EnsoLite KPC;Not relevant;Not relevant;10481;EnsoLite KPC;;;;no
35767;C0C313000000000000;Product;EnsoLite LCS;Not relevant;Not relevant;10481;EnsoLite LCS;;;;no
35770;C0C315000000000000;Product;EnsoLite MB1;Not relevant;Not relevant;10481;EnsoLite MB1;;;;no
35772;C0C316000000000000;Product;EnsoLite MBO;Not relevant;Not relevant;10481;EnsoLite MBO;;;;no
35774;C0C318000000000000;Product;EnsoLite MLC-Black;Not relevant;Not relevant;10481;EnsoLite MLC-Black;;;;no
35940;C0C319000000000000;Product;EnsoLite MLC-Z;Not relevant;Not relevant;10481;EnsoLite MLC-Z;;;;no
35945;C0C323000000000000;Product;EnsoLite NP-77;Not relevant;Not relevant;10481;EnsoLite NP-77;;;;no
33523;C0C325000000000000;Product;EnsoLite OER;Not relevant;Not relevant;10481;EnsoLite OER;;;;no
35947;C0C326000000000000;Product;EnsoLite RCC;Not relevant;Not relevant;10481;EnsoLite RCC;;;;no
35949;C0C328000000000000;Product;EnsoLite SCC2;Not relevant;Not relevant;10481;EnsoLite SCC2;;;;no
33712;C0C329000000000000;Product;EnsoLite SF0;Not relevant;Not relevant;10481;EnsoLite SF0;;;;no
35951;C0C330000000000000;Product;EnsoLite SSC;Not relevant;Not relevant;10481;EnsoLite SSC;;;;no
35953;C0C617000000000000;Product;EnsoLite TC2;Not relevant;Not relevant;10481;EnsoLite TC2;;;;no
35955;C0C333000000000000;Product;EnsoLite UC2;Not relevant;Not relevant;10481;EnsoLite UC2;;;;no
35957;C0C335000000000000;Product;EnsoLite YGC;Not relevant;Not relevant;10481;EnsoLite YGC;;;;no
33428;C0C220000000000000;Product;ArmaSport AHC;Not relevant;Not relevant;10481;ArmaSport AHC;;;;no
33431;C0C221000000000000;Product;ArmaSport ALC;Not relevant;Not relevant;10481;ArmaSport ALC;;;;no
33434;C0C223000000000000;Product;ArmaSport AMC;Not relevant;Not relevant;10481;ArmaSport AMC;;;;no
33440;C0C224000000000000;Product;ArmaSport AMC RES;Not relevant;Not relevant;10481;ArmaSport AMC RES;;;;no
33442;C0C225000000000000;Product;ArmaSport AMC-Medium;Not relevant;Not relevant;10481;ArmaSport AMC-Medium;;;;no
33436;C0C227000000000000;Product;ArmaSport APC;Not relevant;Not relevant;10481;ArmaSport APC;;;;no
33438;C0C228000000000000;Product;ArmaSport MC;Not relevant;Not relevant;10481;ArmaSport MC;;;;no
33482;C0C230000000000000;Product;ArmaSport MFC;Not relevant;Not relevant;10481;ArmaSport MFC;;;;no
33484;C0C231000000000000;Product;ArmaSport MKC;Not relevant;Not relevant;10481;ArmaSport MKC;;;;no
33486;C0C235000000000000;Product;ArmaSport MLC-2 (NAT);Not relevant;Not relevant;10481;ArmaSport MLC-2 (NAT);;;;no
33488;C0C236000000000000;Product;ArmaSport MLO;Not relevant;Not relevant;10481;ArmaSport MLO;;;;no
33492;C0C237000000000000;Product;ArmaSport PFC;Not relevant;Not relevant;10481;ArmaSport PFC;;;;no
33494;C0C238000000000000;Product;ArmaSport SWC;Not relevant;Not relevant;10481;ArmaSport SWC;;;;no
33505;C0C239000000000000;Product;ArmaSport TLC;Not relevant;Not relevant;10481;ArmaSport TLC;;;;no
33508;C0C240000000000000;Product;ArmaSport TU2;Not relevant;Not relevant;10481;ArmaSport TU2;;;;no
33510;C0C242000000000000;Product;ArmaSport WTC;Not relevant;Not relevant;10481;ArmaSport WTC;;;;no
34703;C0C255000000000000;Product;EnsoLine 700 Grip;Not relevant;Not relevant;10481;EnsoLine 700 Grip;;;;no
34710;C0C256000000000000;Product;EnsoLine 900 Grip;Not relevant;Not relevant;10481;EnsoLine 900 Grip;;;;no
33512;C0C251000000000000;Product;EnsoLine 1200 Grip;Not relevant;Not relevant;10481;EnsoLine 1200 Grip;;;;no
34699;C0C252000000000000;Product;EnsoLine 1600 Grip;Not relevant;Not relevant;10481;EnsoLine 1600 Grip;;;;no
34701;C0C253000000000000;Product;EnsoLine 2400 Grip;Not relevant;Not relevant;10481;EnsoLine 2400 Grip;;;;no
35469;C0C254000000000000;Product;EnsoLine 550 Grip;Not relevant;Not relevant;10481;EnsoLine 550 Grip;;;;no
35472;C0C259000000000000;Product;EnsoLine EPDM 2A2;Not relevant;Not relevant;10481;EnsoLine EPDM 2A2;;;;no
35474;C0C260000000000000;Product;EnsoLine EPDM 2A3;Not relevant;Not relevant;10481;EnsoLine EPDM 2A3;;;;no
35476;C0C261000000000000;Product;EnsoLine EPDM 2A4;Not relevant;Not relevant;10481;EnsoLine EPDM 2A4;;;;no
20118;I0C262000000000000;Product;EnsoLine HD;Not relevant;Not relevant;10481;EnsoLine HD;;;;no
35478;C0C263000000000000;Product;EnsoLine ICF400;Not relevant;Not relevant;10481;EnsoLine ICF400;;;;no
35480;C0C270000000000000;Product;EnsoLine SCE42;Not relevant;Not relevant;10481;EnsoLine SCE42;;;;no
34714;C0C257000000000000;Product;EnsoLine EL Profile (to be deleted);Not relevant;Not relevant;10481;EnsoLine EL Profile;;;;no
33529;C0C375000000000000;Product;Monarch 3091;Not relevant;Not relevant;10481;Monarch 3091;;;;no
33533;C0C398000000000000;Product;Monarch 5013;Not relevant;Not relevant;10481;Monarch 5013;;;;no
33536;C0C399000000000000;Product;Monarch 5021;Not relevant;Not relevant;10481;Monarch 5021;;;;no
33542;C0C401000000000000;Product;Monarch 5031;Not relevant;Not relevant;10481;Monarch 5031;;;;no
33548;C0C402000000000000;Product;Monarch 5032;Not relevant;Not relevant;10481;Monarch 5032;;;;no
35303;C0C044000000000000;Product;OleTex CKJT 400;Not relevant;Not relevant;10481;OleTex CKJT 400;;;;no
35461;C0C051000000000000;Product;ArmaComp Köpp EPDM PE;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM PE;;;;no
35463;C0C053000000000000;Product;ArmaComp Köpp EPDM-L 70;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM-L 70;;;;no
35967;C0C054000000000000;Product;ArmaComp Köpp EPDM-L perox;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM-L perox;;;;no
35969;C0C055000000000000;Product;ArmaComp Köpp EPDM-S perox;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM-S perox;;;;no
35971;C0C056000000000000;Product;ArmaComp Köpp EPDM-SC-W;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM-SC-W;;;;no
35973;C0C057000000000000;Product;ArmaComp Köpp EPDM-SUW perox;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM-SUW perox;;;;no
35975;C0C058000000000000;Product;ArmaComp Köpp EPDM-W perox;Not relevant;Not relevant;10481;ArmaComp Köpp EPDM-W perox;;;;no
35977;C0C059000000000000;Product;ArmaComp Köpp XLPE Foam Block;Not relevant;Not relevant;10481;ArmaComp Köpp XLPE Foam Block;;;;no
37808;C0C170000000000000;Product;ArmaComp ArmaSport Impactcell;Not relevant;Not relevant;10481;ArmaComp ArmaSport Impactcell;;;;no
37809;C0C169000000000000;Product;ArmaComp ArmaSport Camping;Not relevant;Not relevant;10481;ArmaComp ArmaSport Camping;;;;no
37810;C0C172000000000000;Product;ArmaComp ArmaSport Skin;Not relevant;Not relevant;10481;ArmaComp ArmaSport Skin;;;;no
37811;C0C171000000000000;Product;ArmaComp ArmaSport Playground;Not relevant;Not relevant;10481;ArmaComp Sport Playground;;;;no
37913;C0C266000000000000;Product;EnsoLine NP41;Not relevant;Not relevant;10481;EnsoLine NP41;;;;no
38839;C0C366000000000000;Product;Monarch 3013;Not relevant;Not relevant;10481;Monarch 3013;;;;no
38841;C0C369000000000000;Product;Monarch 3032;Not relevant;Not relevant;10481;Monarch 3032;;;;no
38843;C0C371000000000000;Product;Monarch 3043;Not relevant;Not relevant;10481;Monarch 3043;;;;no
38845;C0C372000000000000;Product;Monarch 3044;Not relevant;Not relevant;10481;Monarch 3044;;;;no
38849;C0C373000000000000;Product;Monarch 3061;Not relevant;Not relevant;10481;Monarch 3061;;;;no
38851;C0C374000000000000;Product;Monarch 3071;Not relevant;Not relevant;10481;Monarch 3071;;;;no
38853;C0C376000000000000;Product;Monarch 3092;Not relevant;Not relevant;10481;Monarch 3092;;;;no
38855;C0C377000000000000;Product;Monarch 3344;Not relevant;Not relevant;10481;Monarch 3344;;;;no
38856;C0C378000000000000;Product;Monarch 3543;Not relevant;Not relevant;10481;Monarch 3543;;;;no
38859;C0C379000000000000;Product;Monarch 3544;Not relevant;Not relevant;10481;Monarch 3544;;;;no
